	dme	ncbi	ko	dmepathway	dmepathname
4954	Dmel_CG1560	NP_001284998	K05719	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
4955	Dmel_CG1560	NP_001284998	K05719	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
4956	Dmel_CG15601	NP_001285285			
4957	Dmel_CG15602	NP_001285298	K24778		
4958	Dmel_CG15605	NP_611191			
4959	Dmel_CG15609	NP_001137683	K25572		
4960	Dmel_CG1561	NP_996412			
4961	Dmel_CG15611	NP_611189			
4962	Dmel_CG15614	NP_611168			
4963	Dmel_CG15615	NP_611159			
4964	Dmel_CG15616	NP_001286502			
4965	Dmel_CG15617	NP_611151			
4966	Dmel_CG15618	NP_608361	K24169		
4967	Dmel_CG15623	NP_608623	K17278	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
4968	Dmel_CG15624	NP_608878	K24200		
4969	Dmel_CG15625	NP_608872			
4970	Dmel_CG15626	NP_608864	K10134	dme04115	p53 signaling pathway - Drosophila melanogaster (fruit fly)
4971	Dmel_CG15627	NP_001260049	K05313		
4972	Dmel_CG15628	NP_001260047			
4973	Dmel_CG15629	NP_608859	K15734	dme00830	Retinol metabolism - Drosophila melanogaster (fruit fly)
4974	Dmel_CG15629	NP_608859	K15734	dme01100	
4975	Dmel_CG15629	NP_608859	K15734	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
4976	Dmel_CG15630	NP_787975			
4977	Dmel_CG15631	NP_001285606			
4978	Dmel_CG15632	NP_608852	K03126	dme03022	Basal transcription factors - Drosophila melanogaster (fruit fly)
4979	Dmel_CG15634	NP_608850			
4980	Dmel_CG15635	NP_608846			
4981	Dmel_CG15636	NP_608842	K11585		
4982	Dmel_CG15638	NP_609660			
4983	Dmel_CG15641	NP_573029			
4984	Dmel_CG15642	NP_001285272	K19384		
4985	Dmel_CG15643	NP_001285276			
4986	Dmel_CG15645	NP_001285278			
4987	Dmel_CG15646	NP_001285281			
4988	Dmel_CG15649	NP_001163220			
4989	Dmel_CG15650	NP_001286655			
4990	Dmel_CG15651	NP_611531	K19873	dme00515	Mannose type O-glycan biosynthesis - Drosophila melanogaster (fruit fly)
4991	Dmel_CG15651	NP_611531	K19873	dme01100	
4992	Dmel_CG15653	NP_611540	K18173		
4993	Dmel_CG15657	NP_001286663			
4994	Dmel_CG15658	NP_611561			
4995	Dmel_CG15661	NP_001036565	K00699	dme00040	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)
4996	Dmel_CG15661	NP_001036565	K00699	dme00053	Ascorbate and aldarate metabolism - Drosophila melanogaster (fruit fly)
4997	Dmel_CG15661	NP_001036565	K00699	dme00140	Steroid hormone biosynthesis - Drosophila melanogaster (fruit fly)
4998	Dmel_CG15661	NP_001036565	K00699	dme00830	Retinol metabolism - Drosophila melanogaster (fruit fly)
4999	Dmel_CG15661	NP_001036565	K00699	dme00860	Porphyrin metabolism - Drosophila melanogaster (fruit fly)
5000	Dmel_CG15661	NP_001036565	K00699	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
5001	Dmel_CG15661	NP_001036565	K00699	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
5002	Dmel_CG15661	NP_001036565	K00699	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
5003	Dmel_CG15661	NP_001036565	K00699	dme01100	
5004	Dmel_CG15661	NP_001036565	K00699	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5005	Dmel_CG15666	NP_001137727	K19398		
5006	Dmel_CG15667	NP_524729	K04679	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5007	Dmel_CG15667	NP_524729	K04679	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
5008	Dmel_CG15669	NP_523804	K27694		
5009	Dmel_CG1567	NP_572673			
5010	Dmel_CG15671	NP_524809	K24517		
5011	Dmel_CG15673	NP_611591			
5012	Dmel_CG15674	NP_001286685			
5013	Dmel_CG15676	NP_001286689			
5014	Dmel_CG15678	NP_001286686	K20701	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
5015	Dmel_CG15685	NP_001097845			
5016	Dmel_CG1569	NP_476705	K11577		
5017	Dmel_CG15693	NP_524421	K02969	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
5018	Dmel_CG15695	NP_650920			
5019	Dmel_CG15696	NP_650921	K09341		
5020	Dmel_CG15697	NP_001287433	K02983	dme03010	Ribosome - Drosophila melanogaster (fruit fly)
5021	Dmel_CG15701	NP_611100	K22869		
5022	Dmel_CG15704	NP_611108			
5023	Dmel_CG15705	NP_611109			
5024	Dmel_CG15706	NP_001286478			
5025	Dmel_CG15707	NP_611103	K18413		
5026	Dmel_CG15708	NP_611104			
5027	Dmel_CG1571	NP_572435			
5028	Dmel_CG15710	NP_611122			
5029	Dmel_CG15711	NP_001286490			
5030	Dmel_CG15712	NP_611131			
5031	Dmel_CG15715	NP_001246778			
5032	Dmel_CG15717	NP_001285186			
5033	Dmel_CG15719	NP_001259499	K02151	dme00190	Oxidative phosphorylation - Drosophila melanogaster (fruit fly)
5034	Dmel_CG15719	NP_001259499	K02151	dme01100	
5035	Dmel_CG15719	NP_001259499	K02151	dme04145	Phagosome - Drosophila melanogaster (fruit fly)
5036	Dmel_CG15719	NP_001259499	K02151	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
5037	Dmel_CG1572	NP_001285126			
5038	Dmel_CG15721	NP_572844			
5039	Dmel_CG15725	NP_572823			
5040	Dmel_CG15727	NP_001285162			
5041	Dmel_CG15728	NP_001245643			
5042	Dmel_CG15730	NP_572804	K19332		
5043	Dmel_CG15731	NP_572799			
5044	Dmel_CG15732	NP_572795			
5045	Dmel_CG15734	NP_001036273			
5046	Dmel_CG15735	NP_572777	K23643	dme04711	Circadian rhythm - fly - Drosophila melanogaster (fruit fly)
5047	Dmel_CG15736	NP_001285148	K11656	dme03082	ATP-dependent chromatin remodeling - Drosophila melanogaster (fruit fly)
5048	Dmel_CG15737	NP_001285144	K14079		
5049	Dmel_CG15738	NP_001285142	K18163		
5050	Dmel_CG15739	NP_001259467	K21013	dme00981	Insect hormone biosynthesis - Drosophila melanogaster (fruit fly)
5051	Dmel_CG15740	NP_572753			
5052	Dmel_CG15741	NP_572751			
5053	Dmel_CG15742	NP_001138193			
5054	Dmel_CG15743	NP_001259511	K15759	dme00920	Sulfur metabolism - Drosophila melanogaster (fruit fly)
5055	Dmel_CG15743	NP_001259511	K15759	dme01100	
5056	Dmel_CG15743	NP_001259511	K15759	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5057	Dmel_CG15744	NP_572870	K08462		
5058	Dmel_CG15747	NP_001285205	K13206		
5059	Dmel_CG15749	NP_511146	K19489		
5060	Dmel_CG1575	NP_001285003	K14827	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
5061	Dmel_CG15754	NP_572894			
5062	Dmel_CG15756	NP_572895			
5063	Dmel_CG15757	NP_572896			
5064	Dmel_CG15760	NP_001259527			
5065	Dmel_CG15764	NP_001284911			
5066	Dmel_CG15765	NP_001259263			
5067	Dmel_CG15766	NP_572268			
5068	Dmel_CG15767	NP_572264			
5069	Dmel_CG1577	NP_610313	K17433		
5070	Dmel_CG15771	NP_001284909	K01097	dme00520	Amino sugar and nucleotide sugar metabolism - Drosophila melanogaster (fruit fly)
5071	Dmel_CG15771	NP_001284909	K01097	dme01100	
5072	Dmel_CG15771	NP_001284909	K01097	dme01250	Biosynthesis of nucleotide sugars - Drosophila melanogaster (fruit fly)
5073	Dmel_CG15772	NP_001284907			
5074	Dmel_CG15773	NP_001245535			
5075	Dmel_CG15779	NP_511050	K08471		
5076	Dmel_CG1578	NP_001285140	K06927		
5077	Dmel_CG15784	NP_001284891			
5078	Dmel_CG15792	NP_523860	K10352	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
5079	Dmel_CG15792	NP_523860	K10352	dme04530	Tight junction - Drosophila melanogaster (fruit fly)
5080	Dmel_CG15792	NP_523860	K10352	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
5081	Dmel_CG15792	NP_523860	K10352	dme04814	Motor proteins - Drosophila melanogaster (fruit fly)
5082	Dmel_CG15792	NP_523860	K10352	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
5083	Dmel_CG15793	NP_511098	K04368	dme04013	MAPK signaling pathway - fly - Drosophila melanogaster (fruit fly)
5084	Dmel_CG15793	NP_511098	K04368	dme04068	FoxO signaling pathway - Drosophila melanogaster (fruit fly)
5085	Dmel_CG15793	NP_511098	K04368	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5086	Dmel_CG15793	NP_511098	K04368	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
5087	Dmel_CG15793	NP_511098	K04368	dme04148	Efferocytosis - Drosophila melanogaster (fruit fly)
5088	Dmel_CG15793	NP_511098	K04368	dme04150	mTOR signaling pathway - Drosophila melanogaster (fruit fly)
5089	Dmel_CG15793	NP_511098	K04368	dme04210	Apoptosis - Drosophila melanogaster (fruit fly)
5090	Dmel_CG15793	NP_511098	K04368	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5091	Dmel_CG15793	NP_511098	K04368	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
5092	Dmel_CG15793	NP_511098	K04368	dme04320	Dorso-ventral axis formation - Drosophila melanogaster (fruit fly)
5093	Dmel_CG15793	NP_511098	K04368	dme04370	VEGF signaling pathway - Drosophila melanogaster (fruit fly)
5094	Dmel_CG15793	NP_511098	K04368	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
5095	Dmel_CG15793	NP_511098	K04368	dme04510	Focal adhesion - Drosophila melanogaster (fruit fly)
5096	Dmel_CG15793	NP_511098	K04368	dme04540	Gap junction - Drosophila melanogaster (fruit fly)
5097	Dmel_CG15793	NP_511098	K04368	dme04620	Toll-like receptor signaling pathway - Drosophila melanogaster (fruit fly)
5098	Dmel_CG15793	NP_511098	K04368	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
5099	Dmel_CG15793	NP_511098	K04368	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
5100	Dmel_CG15793	NP_511098	K04368	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
5101	Dmel_CG15793	NP_511098	K04368	dme04914	Progesterone-mediated oocyte maturation - Drosophila melanogaster (fruit fly)
5102	Dmel_CG15793	NP_511098	K04368	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
5103	Dmel_CG15797	NP_001285048	K27818		
5104	Dmel_CG15800	NP_611828	K03094	dme03083	Polycomb repressive complex - Drosophila melanogaster (fruit fly)
5105	Dmel_CG15800	NP_611828	K03094	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5106	Dmel_CG15800	NP_611828	K03094	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5107	Dmel_CG15800	NP_611828	K03094	dme04120	Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)
5108	Dmel_CG15800	NP_611828	K03094	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
5109	Dmel_CG15800	NP_611828	K03094	dme04310	Wnt signaling pathway - Drosophila melanogaster (fruit fly)
5110	Dmel_CG15800	NP_611828	K03094	dme04341	Hedgehog signaling pathway - fly - Drosophila melanogaster (fruit fly)
5111	Dmel_CG15800	NP_611828	K03094	dme04350	TGF-beta signaling pathway - Drosophila melanogaster (fruit fly)
5112	Dmel_CG15803	NP_001287388			
5113	Dmel_CG15804	NP_995958	K10408	dme04814	Motor proteins - Drosophila melanogaster (fruit fly)
5114	Dmel_CG15807	NP_650168	K15007		
5115	Dmel_CG15811	NP_001261404	K15292		
5116	Dmel_CG15812	NP_523897			
5117	Dmel_CG15814	NP_573247	K15698		
5118	Dmel_CG15817	NP_001263061	K11832	dme03460	Fanconi anemia pathway - Drosophila melanogaster (fruit fly)
5119	Dmel_CG15818	NP_609116			
5120	Dmel_CG1582	NP_001285098	K13026		
5121	Dmel_CG15820	NP_647696			
5122	Dmel_CG15822	NP_001137872			
5123	Dmel_CG15824	NP_001285555	K17570		
5124	Dmel_CG15825	NP_001163013			
5125	Dmel_CG15828	NP_995670			
5126	Dmel_CG15829	NP_001286963			
5127	Dmel_CG1583	NP_001285008	K01047	dme00564	Glycerophospholipid metabolism - Drosophila melanogaster (fruit fly)
5128	Dmel_CG1583	NP_001285008	K01047	dme00565	Ether lipid metabolism - Drosophila melanogaster (fruit fly)
5129	Dmel_CG1583	NP_001285008	K01047	dme00590	Arachidonic acid metabolism - Drosophila melanogaster (fruit fly)
5130	Dmel_CG1583	NP_001285008	K01047	dme00592	alpha-Linolenic acid metabolism - Drosophila melanogaster (fruit fly)
5131	Dmel_CG1583	NP_001285008	K01047	dme01100	
5132	Dmel_CG1583	NP_001285008	K01047	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
5133	Dmel_CG15835	NP_610331	K06709		
5134	Dmel_CG1584	NP_477319	K02608	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5135	Dmel_CG15845	NP_995750	K09427		
5136	Dmel_CG15848	NP_001015389			
5137	Dmel_CG15855	NP_524902	K02183	dme04070	Phosphatidylinositol signaling system - Drosophila melanogaster (fruit fly)
5138	Dmel_CG15855	NP_524902	K02183	dme04114	Oocyte meiosis - Drosophila melanogaster (fruit fly)
5139	Dmel_CG15855	NP_524902	K02183	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5140	Dmel_CG15855	NP_524902	K02183	dme04261	Adrenergic signaling in cardiomyocytes - Drosophila melanogaster (fruit fly)
5141	Dmel_CG15855	NP_524902	K02183	dme04270	Vascular smooth muscle contraction - Drosophila melanogaster (fruit fly)
5142	Dmel_CG15855	NP_524902	K02183	dme04371	Apelin signaling pathway - Drosophila melanogaster (fruit fly)
5143	Dmel_CG15855	NP_524902	K02183	dme04625	C-type lectin receptor signaling pathway - Drosophila melanogaster (fruit fly)
5144	Dmel_CG15855	NP_524902	K02183	dme04744	Phototransduction - Drosophila melanogaster (fruit fly)
5145	Dmel_CG15855	NP_524902	K02183	dme04745	Phototransduction - fly - Drosophila melanogaster (fruit fly)
5146	Dmel_CG15855	NP_524902	K02183	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
5147	Dmel_CG15855	NP_524902	K02183	dme04912	GnRH signaling pathway - Drosophila melanogaster (fruit fly)
5148	Dmel_CG15855	NP_524902	K02183	dme04916	Melanogenesis - Drosophila melanogaster (fruit fly)
5149	Dmel_CG15860	NP_611979			
5150	Dmel_CG15861	NP_001286863			
5151	Dmel_CG15862	NP_523671	K04739	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
5152	Dmel_CG15863	NP_610538			
5153	Dmel_CG15864	NP_652183	K00472	dme00330	Arginine and proline metabolism - Drosophila melanogaster (fruit fly)
5154	Dmel_CG15864	NP_652183	K00472	dme01100	
5155	Dmel_CG15865	NP_573143			
5156	Dmel_CG1587	NP_651908	K04438	dme04148	Efferocytosis - Drosophila melanogaster (fruit fly)
5157	Dmel_CG1587	NP_651908	K04438	dme04510	Focal adhesion - Drosophila melanogaster (fruit fly)
5158	Dmel_CG1587	NP_651908	K04438	dme04810	Regulation of actin cytoskeleton - Drosophila melanogaster (fruit fly)
5159	Dmel_CG1587	NP_651908	K04438	dme04910	Insulin signaling pathway - Drosophila melanogaster (fruit fly)
5160	Dmel_CG15870	NP_610841			
5161	Dmel_CG15871	NP_511152	K17419		
5162	Dmel_CG15873	NP_611910			
5163	Dmel_CG15874	NP_611911	K15637	dme04137	Mitophagy - animal - Drosophila melanogaster (fruit fly)
5164	Dmel_CG15874	NP_611911	K15637	dme04217	Necroptosis - Drosophila melanogaster (fruit fly)
5165	Dmel_CG15876	NP_647925			
5166	Dmel_CG15877	NP_647718			
5167	Dmel_CG15878	NP_647699			
5168	Dmel_CG15879	NP_647694			
5169	Dmel_CG15880	NP_608547	K23552	dme00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Drosophila melanogaster (fruit fly)
5170	Dmel_CG15881	NP_001287121			
5171	Dmel_CG15882	NP_573348			
5172	Dmel_CG15883	NP_573350			
5173	Dmel_CG15884	NP_651530			
5174	Dmel_CG15887	NP_650270			
5175	Dmel_CG15888	NP_001034050			
5176	Dmel_CG15889	NP_731779			
5177	Dmel_CG15890	NP_001285245	K20840		
5178	Dmel_CG15891	NP_001284939			
5179	Dmel_CG15892	NP_001027041			
5180	Dmel_CG15894	NP_001096891			
5181	Dmel_CG15896	NP_001245549	K17655		
5182	Dmel_CG15897	NP_572307	K15443		
5183	Dmel_CG15899	NP_001096889	K04854		
5184	Dmel_CG15902	NP_652619	K00699	dme00040	Pentose and glucuronate interconversions - Drosophila melanogaster (fruit fly)
5185	Dmel_CG15902	NP_652619	K00699	dme00053	Ascorbate and aldarate metabolism - Drosophila melanogaster (fruit fly)
5186	Dmel_CG15902	NP_652619	K00699	dme00140	Steroid hormone biosynthesis - Drosophila melanogaster (fruit fly)
5187	Dmel_CG15902	NP_652619	K00699	dme00830	Retinol metabolism - Drosophila melanogaster (fruit fly)
5188	Dmel_CG15902	NP_652619	K00699	dme00860	Porphyrin metabolism - Drosophila melanogaster (fruit fly)
5189	Dmel_CG15902	NP_652619	K00699	dme00980	Metabolism of xenobiotics by cytochrome P450 - Drosophila melanogaster (fruit fly)
5190	Dmel_CG15902	NP_652619	K00699	dme00982	Drug metabolism - cytochrome P450 - Drosophila melanogaster (fruit fly)
5191	Dmel_CG15902	NP_652619	K00699	dme00983	Drug metabolism - other enzymes - Drosophila melanogaster (fruit fly)
5192	Dmel_CG15902	NP_652619	K00699	dme01100	
5193	Dmel_CG15902	NP_652619	K00699	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5194	Dmel_CG15904	NP_611432			
5195	Dmel_CG15905	NP_001261095			
5196	Dmel_CG15908	NP_610220			
5197	Dmel_CG15909	NP_610225			
5198	Dmel_CG1591	NP_001259502	K06698	dme03050	Proteasome - Drosophila melanogaster (fruit fly)
5199	Dmel_CG15912	NP_572168			
5200	Dmel_CG15914	NP_573084			
5201	Dmel_CG15916	NP_573088			
5202	Dmel_CG15917	NP_611194			
5203	Dmel_CG15918	NP_001286519			
5204	Dmel_CG15919	NP_652374			
5205	Dmel_CG15920	NP_611157			
5206	Dmel_CG15922	NP_001262763			
5207	Dmel_CG15923	NP_001097846	K19348		
5208	Dmel_CG15925	NP_725583	K00774		
5209	Dmel_CG15927	NP_001285152			
5210	Dmel_CG15929	NP_001284908	K21775	dme04218	Cellular senescence - Drosophila melanogaster (fruit fly)
5211	Dmel_CG15930	NP_572214			
5212	Dmel_CG1594	NP_511119	K04447	dme04148	Efferocytosis - Drosophila melanogaster (fruit fly)
5213	Dmel_CG1594	NP_511119	K04447	dme04217	Necroptosis - Drosophila melanogaster (fruit fly)
5214	Dmel_CG1594	NP_511119	K04447	dme04920	Adipocytokine signaling pathway - Drosophila melanogaster (fruit fly)
5215	Dmel_CG1594	NP_511119	K04447	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
5216	Dmel_CG1597	NP_001245621	K01228	dme00510	N-Glycan biosynthesis - Drosophila melanogaster (fruit fly)
5217	Dmel_CG1597	NP_001245621	K01228	dme01100	
5218	Dmel_CG1597	NP_001245621	K01228	dme04141	Protein processing in endoplasmic reticulum - Drosophila melanogaster (fruit fly)
5219	Dmel_CG1598	NP_610296	K01551	dme03060	Protein export - Drosophila melanogaster (fruit fly)
5220	Dmel_CG1599	NP_001286255	K08515	dme04130	SNARE interactions in vesicular transport - Drosophila melanogaster (fruit fly)
5221	Dmel_CG1600	NP_001260779			
5222	Dmel_CG1602	NP_610291			
5223	Dmel_CG1603	NP_001260778			
5224	Dmel_CG1605	NP_610289			
5225	Dmel_CG1607	NP_001263139	K13781		
5226	Dmel_CG1609	NP_001263141	K16196	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
5227	Dmel_CG1609	NP_001263141	K16196	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
5228	Dmel_CG1615	NP_001285096			
5229	Dmel_CG1616	NP_001286160	K02212	dme03030	DNA replication - Drosophila melanogaster (fruit fly)
5230	Dmel_CG1616	NP_001286160	K02212	dme04110	Cell cycle - Drosophila melanogaster (fruit fly)
5231	Dmel_CG1618	NP_001259506	K06027		
5232	Dmel_CG1619	NP_572637			
5233	Dmel_CG1620	NP_001163072			
5234	Dmel_CG1621	NP_001260776			
5235	Dmel_CG1622	NP_001259512	K12850	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
5236	Dmel_CG1623	NP_001097248			
5237	Dmel_CG1625	NP_610519	K16540		
5238	Dmel_CG1628	NP_001259423	K15101		
5239	Dmel_CG1629	NP_651912			
5240	Dmel_CG1631	NP_608383			
5241	Dmel_CG1632	NP_001245577			
5242	Dmel_CG1633	NP_001285202	K13279	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
5243	Dmel_CG1633	NP_001285202	K13279	dme04980	Cobalamin transport and metabolism - Drosophila melanogaster (fruit fly)
5244	Dmel_CG1634	NP_001162705	K06756	dme04514	Cell adhesion molecules - Drosophila melanogaster (fruit fly)
5245	Dmel_CG1635	NP_651873	K17361		
5246	Dmel_CG1636	NP_001285013			
5247	Dmel_CG1637	NP_001285094	K22390		
5248	Dmel_CG1638	NP_001097991	K17361		
5249	Dmel_CG1639	NP_511117	K12873	dme03040	Spliceosome - Drosophila melanogaster (fruit fly)
5250	Dmel_CG1640	NP_001285206	K00814	dme00220	Arginine biosynthesis - Drosophila melanogaster (fruit fly)
5251	Dmel_CG1640	NP_001285206	K00814	dme00250	Alanine, aspartate and glutamate metabolism - Drosophila melanogaster (fruit fly)
5252	Dmel_CG1640	NP_001285206	K00814	dme01100	
5253	Dmel_CG1640	NP_001285206	K00814	dme01200	Carbon metabolism - Drosophila melanogaster (fruit fly)
5254	Dmel_CG1640	NP_001285206	K00814	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
5255	Dmel_CG1640	NP_001285206	K00814	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
5256	Dmel_CG1641	NP_511116			
5257	Dmel_CG1643	NP_572390	K08339	dme04136	Autophagy - other - Drosophila melanogaster (fruit fly)
5258	Dmel_CG1643	NP_572390	K08339	dme04140	Autophagy - animal - Drosophila melanogaster (fruit fly)
5259	Dmel_CG1643	NP_572390	K08339	dme04213	Longevity regulating pathway - multiple species - Drosophila melanogaster (fruit fly)
5260	Dmel_CG1643	NP_572390	K08339	dme04216	Ferroptosis - Drosophila melanogaster (fruit fly)
5261	Dmel_CG1643	NP_572390	K08339	dme04622	RIG-I-like receptor signaling pathway - Drosophila melanogaster (fruit fly)
5262	Dmel_CG1644	NP_608457	K14999		
5263	Dmel_CG1646	NP_733256	K13217		
5264	Dmel_CG1647	NP_001263044			
5265	Dmel_CG1648	NP_001286253			
5266	Dmel_CG1650	NP_477146	K09321		
5267	Dmel_CG1651	NP_001162819	K09255	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
5268	Dmel_CG1651	NP_001162819	K09255	dme04820	Cytoskeleton in muscle cells - Drosophila melanogaster (fruit fly)
5269	Dmel_CG1652	NP_001163102			
5270	Dmel_CG1655	NP_001285092	K16732		
5271	Dmel_CG1656	NP_652633			
5272	Dmel_CG1657	NP_572704	K27566		
5273	Dmel_CG1659	NP_001284978	K23539		
5274	Dmel_CG1660	NP_001285208	K17777		
5275	Dmel_CG1662	NP_001285209	K13348	dme04146	Peroxisome - Drosophila melanogaster (fruit fly)
5276	Dmel_CG1663	NP_610521			
5277	Dmel_CG1664	NP_524660	K14284	dme03008	Ribosome biogenesis in eukaryotes - Drosophila melanogaster (fruit fly)
5278	Dmel_CG1664	NP_524660	K14284	dme03013	Nucleocytoplasmic transport - Drosophila melanogaster (fruit fly)
5279	Dmel_CG1664	NP_524660	K14284	dme03015	mRNA surveillance pathway - Drosophila melanogaster (fruit fly)
5280	Dmel_CG1664	NP_524660	K14284	dme05168	Herpes simplex virus 1 infection - Drosophila melanogaster (fruit fly)
5281	Dmel_CG1665	NP_610523	K27318		
5282	Dmel_CG1666	NP_001285517	K14810		
5283	Dmel_CG1667	NP_001286256			
5284	Dmel_CG1668	NP_523421			
5285	Dmel_CG1669	NP_001137613	K17197		
5286	Dmel_CG1670	NP_608391			
5287	Dmel_CG16700	NP_573191	K14209		
5288	Dmel_CG16704	NP_001285593			
5289	Dmel_CG16705	NP_651168	K20672	dme04624	Toll and Imd signaling pathway - Drosophila melanogaster (fruit fly)
5290	Dmel_CG16707	NP_001261646			
5291	Dmel_CG16708	NP_649530	K04715	dme00600	Sphingolipid metabolism - Drosophila melanogaster (fruit fly)
5292	Dmel_CG16708	NP_649530	K04715	dme01100	
5293	Dmel_CG1671	NP_610526	K14555	dme03008	Ribosome biogenesis in eukaryotes - Drosophila melanogaster (fruit fly)
5294	Dmel_CG16710	NP_651167			
5295	Dmel_CG16711	NP_648347			
5296	Dmel_CG16712	NP_001285594			
5297	Dmel_CG16713	NP_608799			
5298	Dmel_CG16716	NP_611433	K16582		
5299	Dmel_CG16717	NP_648343			
5300	Dmel_CG16718	NP_001189248	K19496		
5301	Dmel_CG16719	NP_648344	K25614		
5302	Dmel_CG16720	NP_725849	K04153	dme04080	Neuroactive ligand-receptor interaction - Drosophila melanogaster (fruit fly)
5303	Dmel_CG16721	NP_001284913	K25628		
5304	Dmel_CG16723	NP_651159			
5305	Dmel_CG16724	NP_524114			
5306	Dmel_CG16725	NP_001261954	K13129		
5307	Dmel_CG16727	NP_650818			
5308	Dmel_CG16728	NP_610599	K12487	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5309	Dmel_CG1673	NP_572884	K00826	dme00270	Cysteine and methionine metabolism - Drosophila melanogaster (fruit fly)
5310	Dmel_CG1673	NP_572884	K00826	dme00280	Valine, leucine and isoleucine degradation - Drosophila melanogaster (fruit fly)
5311	Dmel_CG1673	NP_572884	K00826	dme00290	Valine, leucine and isoleucine biosynthesis - Drosophila melanogaster (fruit fly)
5312	Dmel_CG1673	NP_572884	K00826	dme00770	Pantothenate and CoA biosynthesis - Drosophila melanogaster (fruit fly)
5313	Dmel_CG1673	NP_572884	K00826	dme01100	
5314	Dmel_CG1673	NP_572884	K00826	dme01210	2-Oxocarboxylic acid metabolism - Drosophila melanogaster (fruit fly)
5315	Dmel_CG1673	NP_572884	K00826	dme01230	Biosynthesis of amino acids - Drosophila melanogaster (fruit fly)
5316	Dmel_CG1673	NP_572884	K00826	dme01240	Biosynthesis of cofactors - Drosophila melanogaster (fruit fly)
5317	Dmel_CG16732	NP_001189272			
5318	Dmel_CG16733	NP_001287244	K01014		
5319	Dmel_CG16734	NP_649872			
5320	Dmel_CG16736	NP_649873			
5321	Dmel_CG16738	NP_476730			
5322	Dmel_CG16739	NP_611477			
5323	Dmel_CG1674	NP_001162821			
5324	Dmel_CG16740	NP_524398	K04255		
5325	Dmel_CG16741	NP_652708			
5326	Dmel_CG16742	NP_611496	K18462	dme04144	Endocytosis - Drosophila melanogaster (fruit fly)
5327	Dmel_CG16743	NP_001260367			
5328	Dmel_CG16747	NP_725103	K16548		
5329	Dmel_CG16749	NP_649881			
5330	Dmel_CG1675	NP_610528	K16219		
5331	Dmel_CG16752	NP_001284892	K26200		
5332	Dmel_CG16753	NP_647764			
